T  [K]	avNw_L1	avNw_L2	avNw_L3	avNw_L4	avNw_L5	avNw_L6	avNw_L7	avNw_L8	avNw2_L1	avNw2_L2	avNw2_L3	avNw2_L4	avNw2_L5	avNw2_L6	avNw2_L7	avNw2_L8	avUNw_L1	avUNw_L2	avUNw_L3	avUNw_L4	avUNw_L5	avUNw_L6	avUNw_L7	avUNw_L8	avU_L1	avU_L2	avU_L3	avU_L4	avU_L5	avU_L6	avU_L7	avU_L8	avPx_L1	avPx_L2	avPx_L3	avPx_L4	avPx_L5	avPx_L6	avPx_L7	avPx_L8	avPy_L1	avPy_L2	avPy_L3	avPy_L4	avPy_L5	avPy_L6	avPy_L7	avPy_L8	avPz_L1	avPz_L2	avPz_L3	avPz_L4	avPz_L5	avPz_L6	avPz_L7	avPz_L8	avPtotal_L1	avPtotal_L2	avPtotal_L3	avPtotal_L4	avPtotal_L5	avPtotal_L6	avPtotal_L7	avPtotal_L8	avVv_L1	avVv_L2	avVv_L3	avVv_L4	avVv_L5	avVv_L6	avVv_L7	avVv_L8	K_L1	K_L2	K_L3	K_L4	K_L5	K_L6	K_L7	K_L8	Cv_L1	Cv_L2	Cv_L3	Cv_L4	Cv_L5	Cv_L6	Cv_L7	Cv_L8	ha_L1	ha_L2	ha_L3	ha_L4	ha_L5	ha_L6	ha_L7	ha_L8	av_L1	av_L2	av_L3	av_L4	av_L5	av_L6	av_L7	av_L8
420	51.355357	90.4722532	104.82287	96.0002486	88.6071506	83.2744708	78.7391496	75.6784478	2645.09824	8208.09032	11038.4832	9303.75904	7989.39352	7112.70506	6387.2382	5894.62644	-17905.8286	-46992.0774	-38902.537	-28407.1854	-23815.271	-20868.873	-18513.7038	-16913.9966	-348.053796	-518.252472	-369.179456	-292.498686	-263.114658	-243.094028	-226.891254	-215.98646	365.388986	554.089652	59.8626784	-24.294979	-32.1150874	-32.6110478	-33.1541766	-32.409811	366.055394	443.935364	90.3969134	-18.0630428	-31.9094486	-33.8090172	-32.7120806	-32.1747812	360.685982	346.361154	103.0397596	-10.81963178	-31.9302284	-32.7017824	-33.0748144	-33.1582202	364.043454	448.128724	84.433117	-17.7258844	-31.9849214	-33.0406158	-32.9803572	-32.5809376	337.7414548	745.2396147	1051.416596	1108.101659	1124.291712	1161.773115	1139.105737	1093.830237	5.399654855	5.66298813	3.431341186	1.661930589	0.898791407	0.615974425	0.523325005	0.541147162	3.724946237	6.46970611	5.48892139	3.563412202	3.651954397	3.761325412	3.921470589	3.954297641	-40.67275653	-47.08719647	-40.12335098	-36.36316423	-35.17469762	-33.6323412	-33.01922533	-32.14638793	-108.0211039	-80.55320097	70.43613573	178.0681593	292.7018011	360.3345088	391.6610126	340.4064913
430	50.8792232	90.3311066	104.10965	95.3346742	88.412607	82.9282378	78.3478978	74.4485478	2596.69882	8182.5345	10891.069	9174.19172	7944.00516	7051.7263	6322.73442	5714.75652	-17731.1296	-46842.692	-37672.1398	-27625.9922	-23350.8474	-20385.0178	-18054.5048	-16142.9826	-347.890656	-517.467802	-359.91285	-286.509674	-259.025886	-238.57105	-222.49015	-209.089166	379.408074	561.29846	51.531147	-23.6574036	-29.6456926	-31.6375624	-29.9239554	-30.8526936	373.996	445.687138	85.126647	-17.0100016	-30.240111	-31.4694128	-30.054938	-30.1874826	362.14552	358.124788	101.4386978	-9.57242318	-29.8490818	-31.938241	-31.2363956	-31.197054	371.849864	455.036794	79.3654974	-16.7466096	-29.9116284	-31.6817388	-30.4050964	-30.7457434	340.0255276	757.4857357	1165.35707	1349.478032	1381.562147	1334.290434	1247.232134	1107.833213	5.23776165	5.788870723	3.359235529	1.721556076	0.995014237	0.63770497	0.539231062	0.521311461	3.712003053	5.576890505	5.125716193	3.378763424	3.460928562	3.605687713	3.688711484	3.850518814	-37.60939995	-43.87135656	-37.55531815	-34.76557624	-33.29902027	-32.16573554	-31.50949528	-31.23307945	-119.7293519	-92.50156827	55.59298047	156.1636425	236.4623972	321.8244233	344.0145373	338.6818885
440	49.8643266	89.3513718	103.096834	93.8016198	87.7402892	84.4080366	82.3102932	81.2611122	2494.40604	8007.20866	10681.157	8883.12426	7804.68496	7244.5339	6899.28312	6730.25984	-17229.6338	-46116.987	-36019.7872	-26300.3672	-22599.5872	-20696.1756	-19562.7664	-19014.3076	-344.93649	-515.015948	-347.447976	-277.107194	-253.281578	-240.262982	-232.46436	-228.682778	393.004968	563.631398	33.4460286	-24.850897	-29.0613984	-30.0539594	-29.9041596	-31.1715482	374.788564	459.752794	72.1419708	-20.2458376	-29.7954212	-30.2952342	-30.1735594	-30.2179278	351.328552	378.532582	94.5804494	-11.17852544	-29.7463996	-31.1350678	-30.7584624	-30.9444494	373.040694	467.305592	66.722816	-18.75842	-29.5344066	-30.4947538	-30.2787274	-30.777975	326.0333178	742.232432	1053.29271	1094.08199	1100.368929	1095.399804	1060.63691	1085.350167	5.179267772	5.619586531	3.37402893	1.727851154	1.19972938	0.985315616	0.903168262	0.862303583	3.888427083	5.407776301	4.768685673	3.388368927	3.447130913	3.509177015	3.564203576	3.61056319	-36.02375207	-42.37770736	-36.90239718	-34.74384865	-33.38905044	-32.46838777	-32.16898976	-31.4834213	-123.3781347	-102.3857788	58.57011152	160.4734917	205.8242849	230.2578342	243.9723155	236.5003114
450	50.1650106	89.2810232	102.798326	94.2413802	88.954073	86.8608094	85.8853326	85.565018	2524.79202	7994.11994	10618.475	8960.25216	8004.2127	7640.3064	7476.28092	7421.73178	-17158.8184	-45701.8384	-36171.1212	-26372.717	-23062.8296	-21783.8842	-21227.0992	-21050.5952	-341.40798	-510.748604	-349.952662	-276.827852	-255.632714	-246.946986	-243.118228	-241.948156	371.069204	560.43428	53.3000574	-20.0020934	-26.2939922	-27.7102574	-27.8547514	-28.047366	370.142606	438.632164	86.7187762	-14.2075884	-25.8107616	-27.388353	-28.0976642	-27.747068	362.350904	363.714322	101.7428384	-5.0510322	-25.609996	-28.215421	-28.4643984	-27.5173146	367.854238	454.260254	80.5872234	-13.0869044	-25.9049168	-27.7713438	-28.138938	-27.7705828	341.1241151	744.2831217	1081.340744	1146.568021	1126.820133	1091.993605	1090.152139	1110.533642	5.160747361	5.868430054	3.51290408	1.909697517	1.467374288	1.338761463	1.250161054	1.236292098	3.356080543	5.513015638	4.854407954	3.343148592	3.38683987	3.416727485	3.499103779	3.5149224	-37.79817623	-44.1975742	-37.32914669	-33.95461726	-33.125828	-32.55691465	-32.18433989	-32.24516901	-111.2727444	-81.16368993	56.08205096	138.4857247	169.0486186	177.9232058	184.0136285	186.8968588
460	50.0884266	88.7598034	101.241222	91.7843722	84.5558616	80.277675	77.2119058	75.141109	2516.5127	7901.349	10304.6592	8515.40112	7273.78056	6593.8875	6115.2211	5787.15166	-17250.8236	-45019.1484	-34238.5262	-24522.8416	-20360.8288	-18170.2406	-16669.2454	-15652.186	-343.802782	-506.10496	-336.096242	-263.61569	-235.709948	-220.069584	-209.29583	-202.213758	379.368668	565.000158	43.8492812	-16.9690154	-23.8597688	-24.6185642	-25.4500514	-24.9597142	376.288328	440.611248	82.2123804	-12.543129	-26.2621778	-24.6981008	-25.1948082	-25.3161078	366.59149	370.654936	101.8241246	-6.1065929	-24.6139296	-25.5458476	-26.1549296	-25.2842382	374.08283	458.755446	75.9619284	-11.8729125	-24.9119586	-24.9541708	-25.5999298	-25.1866866	343.8763238	748.3770207	1182.419397	1372.5196	1421.055473	1415.770067	1372.848744	1174.033699	5.672211533	5.92193646	3.235780901	1.603188437	0.998145953	0.747347262	0.672622919	0.693864993	3.441298258	5.148578072	4.695822814	3.237085027	3.310316694	3.398987354	3.504919066	3.533069711	-39.04288296	-41.818274	-37.15324471	-33.75911493	-32.06097645	-30.79423589	-30.00241957	-28.95262514	-98.37606525	-88.89963317	69.83221124	169.8379532	236.5904319	278.0605241	285.4727405	246.8980581
470	49.8370524	88.4718414	100.872344	90.3895306	82.5601198	76.4920616	71.5028624	67.8375612	2491.98094	7851.01056	10230.3874	8264.41464	6961.228	6039.64026	5305.05672	4777.32118	-17329.6988	-44480.105	-33449.6698	-23413.6502	-19138.7258	-16263.9372	-14042.5254	-12467.7546	-347.060078	-501.63573	-329.53806	-255.349306	-225.794834	-204.445496	-187.73075	-175.65951	394.909754	563.81939	45.5907494	-15.166058	-21.9924532	-21.5128394	-20.6722304	-20.9772482	377.609928	444.124302	81.4507088	-10.64008244	-21.6145004	-21.8150536	-21.0966512	-21.2506526	363.47827	383.792818	100.8612448	-5.05209742	-20.5853682	-22.3557718	-22.1153952	-21.1566646	378.665982	463.91217	75.9675672	-10.28607932	-21.3974404	-21.894555	-21.2947588	-21.1281886	338.2097103	745.3163017	1042.992823	1074.214986	1046.580979	1041.470333	1051.003411	1091.014099	5.329272425	5.834874421	3.265209592	1.536032007	0.831728134	0.549101183	0.470348764	0.464426176	3.607399599	4.993962075	4.338260877	2.995445898	3.06336882	3.185849035	3.278782046	3.36335945	-39.43733777	-41.06374378	-35.96522755	-32.65046371	-31.39799538	-30.02494584	-28.65719474	-27.62576792	-102.4777664	-88.20602897	64.11315298	168.1757829	276.3650984	360.5382426	362.3623956	325.5416613
480	49.1773182	87.2820828	100.2469842	89.8065554	84.0837876	81.3156816	79.761344	79.0081294	2426.09302	7642.68004	10105.8196	8150.7427	7171.6303	6724.45062	6477.0508	6356.9693	-16945.4694	-43372.5812	-32522.2126	-22777.1786	-19548.0562	-18099.4166	-17323.756	-16923.5728	-343.875702	-495.730368	-322.32383	-250.297342	-228.387208	-217.940392	-212.415192	-209.436492	410.353908	549.2046	39.0902978	-13.9634094	-19.3315268	-20.3190286	-20.7289416	-20.617529	363.948774	447.106344	77.7270882	-11.32708184	-20.415073	-20.0669252	-20.5064252	-20.8163996	364.508902	380.68466	103.0873984	-4.22452704	-20.5123986	-21.1051118	-22.2760904	-20.9313586	379.60386	458.998534	73.3015938	-9.83833954	-20.0863326	-20.4970218	-21.1704858	-20.7884292	338.2455505	733.3547475	1061.461513	1135.82125	1138.181383	1165.414882	1235.384147	1243.030358	5.688997277	5.616681092	3.223100144	1.704657523	1.258558185	1.065198735	0.998454017	0.983905627	3.761967847	5.113757645	4.174168014	3.070528061	3.130841244	3.206606239	3.302395847	3.303055025	-44.46269561	-41.61289836	-35.13679308	-31.91984151	-30.71113129	-30.23635696	-29.53748141	-29.05971622	-77.46732326	-85.30053832	63.59061377	146.9638446	177.8136062	205.6374028	203.5970766	199.6819311
490	48.9338764	87.8615022	98.8275216	88.3668986	81.3155474	77.7167978	75.4151512	73.9239274	2403.3524	7745.36642	9823.45564	7895.276	6722.39864	6162.68932	5818.57448	5593.40376	-16669.7146	-43527.3994	-31474.1954	-21710.7532	-17915.5276	-16165.4466	-15104.7326	-14433.9298	-339.786792	-494.157482	-316.28486	-242.321036	-215.808986	-202.822202	-194.714478	-189.750964	368.200448	565.743248	44.0410442	-12.0699582	-16.8790094	-17.9929194	-19.1286468	-18.4145134	361.368192	436.963794	78.0254454	-7.30506648	-17.9798852	-18.6861036	-17.613663	-18.7788182	364.571182	384.859168	104.958546	-1.055797868	-18.3634326	-19.3937174	-18.4861404	-19.4630044	364.713274	462.52207	75.675012	-6.81027416	-17.7407756	-18.6909134	-18.4094834	-18.8854454	329.0795795	737.7826056	1030.790939	1073.515637	1068.65399	1097.920556	1105.108775	1154.723596	5.005189828	5.537945667	3.185586483	1.66454769	1.107422689	0.907699474	0.800363954	0.783805204	3.524845693	4.799229166	4.306561998	2.890505571	2.97839462	3.039156527	3.100834459	3.146007259	-48.84655778	-41.51088352	-35.98080841	-30.91795065	-29.49892307	-28.90885893	-27.76912974	-27.19488901	-71.59392861	-80.3713152	75.67806167	142.7259977	191.6487278	221.520973	226.6801683	216.5209706
500	48.9600336	87.3579668	98.686045	88.4349634	82.1815586	78.9660754	77.0927644	75.9810004	2405.1697	7656.63366	9796.52536	7908.79198	6856.29634	6347.90408	6058.7542	5889.30788	-16733.4008	-42840.639	-31128.1466	-21567.8226	-18138.8776	-16554.4186	-15653.8638	-15128.5514	-341.05125	-489.215566	-313.224788	-240.452812	-216.569336	-205.000296	-198.247446	-194.235832	388.261042	558.474756	49.3141936	-9.30364534	-13.5229354	-15.8637984	-15.6376842	-16.3580386	366.539148	430.318888	83.9812808	-4.20683894	-14.3466416	-15.5359238	-15.8893772	-16.1903438	366.724028	389.553978	106.0695056	0.629730358	-16.0518402	-16.5140072	-16.9730286	-16.8492126	373.841406	459.44921	79.7883268	-4.29358464	-14.6404722	-15.971243	-16.1666968	-16.465865	333.4784522	739.416763	1039.815805	1114.230573	1120.250888	1135.860604	1154.924	1151.167708	5.582877176	5.697922492	3.184269148	1.672503045	1.240855446	1.045896896	0.969260731	0.935546402	3.453345992	4.792227127	4.279860496	2.965079149	3.021913604	3.101508223	3.104630129	3.186873998	-43.32460717	-39.80614918	-35.08037569	-31.00582962	-29.27167821	-28.35145023	-27.60218302	-27.27658336	-78.06664112	-84.07304321	70.69843918	145.5884793	173.1595382	190.6411566	191.5978328	193.7706334
510	49.0267588	86.769965	97.5762648	86.4806614	79.4852124	75.5381706	73.1812896	71.8734082	2411.8064	7553.58358	9578.29442	7567.80904	6427.21986	5831.7411	5488.00346	5296.4893	-16723.1994	-42090.6084	-30360.6286	-20260.203	-16641.127	-14826.2566	-13787.881	-13245.5656	-340.372114	-483.896876	-308.976098	-230.832148	-204.895138	-191.030874	-182.77799	-178.70685	387.650672	552.934926	56.5711008	-7.16165954	-12.9450058	-14.5528188	-14.1396098	-14.3184572	362.351304	432.171506	90.0850694	-3.76550532	-13.4143608	-14.6555276	-14.5561646	-14.075088	373.806338	377.20865	110.039064	2.323651304	-14.2916204	-15.1136124	-15.107552	-15.2568202	374.602774	454.105026	85.5650786	-2.86783786	-13.5503288	-14.7739864	-14.6011084	-14.550122	340.7626278	765.4972721	1072.886041	1105.167946	1160.372205	1248.769749	1275.304168	1255.65722	5.641328512	5.888606439	3.198805729	1.615697881	1.109977672	0.871671559	0.776285192	0.759096952	3.28962268	4.640379843	3.945307641	2.761955211	2.802325684	2.869026319	2.966750066	3.057803393	-43.11259127	-40.04233521	-33.82151233	-29.10081945	-27.81934056	-26.64525503	-25.99700707	-25.56203928	-75.62726035	-73.86742282	61.67471597	135.0614837	177.9140526	199.9273035	213.8242752	205.0548111
520	45.276561	90.1655442	95.9662896	88.7616672	84.1352032	82.3288534	81.622184	81.2774274	2057.30122	8156.33158	9265.52426	7958.60768	7168.04582	6869.68696	6752.99956	6700.52962	-14118.7204	-45896.4362	-27530.5406	-21301.4924	-18696.6222	-17734.3026	-17369.5628	-17210.7842	-311.143478	-507.832006	-284.743644	-236.959354	-218.75763	-211.799128	-209.188294	-208.002512	303.406198	596.518856	18.1364286	2.11228498	-5.43669218	-7.14095746	-7.42005658	-7.9362815	320.485542	474.87588	37.5008918	2.073146112	-5.92370122	-8.07931636	-7.76452292	-7.9144295	357.642392	456.318276	95.4207986	6.57497044	-7.08692176	-8.11680936	-8.60474118	-9.1448429	327.178044	509.23767	50.3527064	3.5868005	-6.14910506	-7.77902772	-7.92977358	-8.33185132	314.1547294	783.1853811	1074.371948	1143.093646	1151.520948	1166.154782	1182.291692	1178.342871	5.473552905	6.0063584	3.220786466	1.929208935	1.552089181	1.448319456	1.436545027	1.368808306	3.269571044	4.172299945	3.506783469	2.668007022	2.711647976	2.806490992	2.79206649	2.878711774	-40.87011128	-38.13501737	-33.03545286	-29.17929883	-27.80098476	-27.68347679	-27.82121183	-27.42507448	-71.53817843	-84.18644123	75.12895837	115.5286714	130.841375	138.5914045	142.1772109	144.1666794
530	46.1215906	87.8179598	97.851306	87.11235	81.1840412	79.0798948	78.0425292	77.6876536	2138.69862	7741.8008	9634.06328	7673.41044	6686.28646	6353.07086	6193.2883	6137.3312	-14753.7678	-42808.6468	-30028.0254	-20226.4598	-17041.0114	-15997.6346	-15492.2036	-15312.1822	-318.430952	-485.936786	-304.538926	-228.941438	-206.125684	-198.298806	-194.340482	-192.984364	315.103352	579.187946	89.1154504	0.991400706	-5.26345286	-6.66524092	-7.05120226	-7.64288346	356.770444	407.813012	108.2051272	3.29807706	-5.22856494	-7.61468756	-6.548049	-7.27163614	354.500498	409.112684	118.997644	9.34752338	-5.92437454	-7.08206722	-7.44478558	-7.79100246	342.124766	465.371216	105.4394072	4.54566704	-5.47213078	-7.12066524	-7.01467892	-7.56850736	335.4383958	801.015978	1079.822128	1146.272867	1159.405707	1139.156732	1133.717724	1107.502226	3.692797142	5.164194534	3.22901835	1.785103863	1.378385602	1.255210574	1.184256733	1.181478682	4.208570728	4.697317374	4.129113427	2.706736834	2.782695817	2.800941953	2.865296977	2.895770852	-60.4480627	-43.71152761	-35.30461037	-28.56628438	-26.79183592	-26.44822038	-26.39929598	-25.85057518	-36.96267723	-59.54735465	81.62383815	123.1072392	142.4353961	151.2902054	160.0183948	152.995196
540	47.3923416	86.796441	95.7465668	86.7440132	81.4156014	79.5751744	78.452751	77.9318974	2256.61054	7562.21178	9225.79522	7605.65586	6722.08312	6427.81938	6252.60592	6171.6484	-15600.3076	-41923.9024	-27931.7468	-19726.689	-16922.3716	-15984.6262	-15459.2476	-15220.7514	-328.011876	-481.554694	-289.407296	-224.333762	-204.202406	-197.079156	-193.15034	-191.393098	365.362538	562.286216	54.03456	5.1410537	-1.035737488	-3.31243526	-3.658703	-2.80532512	348.171754	440.408714	83.3683382	7.1026529	-1.510726458	-3.18823102	-3.54411342	-4.28261386	370.515074	406.380398	112.92794	12.9833122	-3.02241568	-4.16541844	-3.46249978	-4.18946896	361.349788	469.691776	83.4436122	8.40900622	-1.8562932	-3.55536158	-3.5551054	-3.75913598	326.986163	736.2017635	1001.911092	1092.893769	1096.944411	1076.468703	1075.635367	1087.466677	4.318597042	5.358754177	3.19282369	1.886057307	1.440411829	1.346838641	1.280180054	1.256862117	3.293307889	4.447991849	4.095838365	2.649006354	2.705372529	2.738054183	2.792548633	2.837314823	-52.97848766	-42.01298987	-34.4997095	-27.95084445	-26.25874184	-25.93210511	-25.56436342	-25.20303151	-57.00411545	-61.21927254	82.46691179	113.9927131	132.2231316	141.4001839	143.7163139	141.195992
550	44.9336506	89.4280936	96.1241116	90.0632804	86.5891004	85.7732014	85.415426	85.1408752	2026.81702	8023.63972	9295.55436	8184.19884	7577.79686	7439.18606	7377.96744	7331.19212	-14001.8138	-44606.0274	-26849.2516	-21364.696	-19348.0732	-18862.744	-18666.0304	-18524.6916	-310.887622	-497.617882	-277.262202	-234.576584	-220.481722	-216.840106	-215.451448	-214.49454	319.6414	597.067058	37.0650836	19.0125806	10.9770172	9.0965863	8.6267153	8.49650748	330.103136	479.343344	57.7092126	17.8821452	10.47584682	8.91447002	8.60136454	8.17512322	360.871828	465.900754	109.5172	21.598367	9.13982844	8.05603254	8.4257023	7.54563676	336.872122	514.103722	68.097165	19.4976978	10.19756402	8.68902956	8.55126072	8.07242246	331.5739549	806.3120952	1059.901871	1149.960528	1158.183221	1174.104175	1134.136574	1121.077089	5.372472234	6.308991287	3.435360728	2.307678315	1.93819736	1.855088557	1.839007876	1.826070199	3.164370734	3.842575968	3.268917474	2.496906887	2.514782687	2.536071768	2.572492583	2.586999334	-38.92011463	-36.71170431	-30.76583732	-27.16744866	-26.32274812	-26.3839711	-26.23929445	-26.18193004	-72.13355039	-74.57334505	64.31895475	89.41479688	101.4086466	108.7058205	108.9161702	108.1156679
560	44.7247216	88.8161578	93.734016	86.0690632	81.7652238	80.3277152	79.8753744	79.4689888	2007.9284	7915.90902	8845.20436	7487.73828	6773.05234	6542.15258	6472.62396	6407.51016	-13839.4744	-43891.4288	-25202.566	-19014.6562	-16732.1406	-16009.6498	-15794.9592	-15592.7208	-308.712984	-492.926154	-266.660918	-217.958264	-201.28458	-195.83154	-194.123372	-192.609856	319.929922	592.3875	34.4524138	12.6932486	6.4193765	4.89846586	4.34986018	3.80614958	331.095076	464.499476	54.5355754	11.5876432	5.39722156	4.314928	4.8021162	4.37544874	359.675202	461.83481	105.901598	18.0487702	4.11006232	2.80237878	3.8259477	3.4841493	336.900064	506.240594	64.9631962	14.1098876	5.30888682	4.00525754	4.32597468	3.88858252	312.5122702	772.0357028	1002.20639	1089.341176	1163.459843	1191.901708	1217.252632	1198.679829	5.530513357	6.02769137	3.133183788	1.956394757	1.611347222	1.518564372	1.453847347	1.444688285	3.074504206	3.810457605	3.322623483	2.489714531	2.553778126	2.591893598	2.661781451	2.685995481	-40.20541752	-37.2611415	-29.94103863	-25.96985336	-24.95273051	-24.7886019	-25.24144981	-24.90243461	-65.6957246	-73.09083443	67.33931697	98.88595307	115.1769311	120.8781787	129.3462253	126.7920821
570	45.9062432	87.323384	94.2043632	86.3452544	82.0421684	80.7061172	80.0818746	79.6433168	2119.41654	7654.75796	8933.1663	7534.27296	6816.20728	6601.73852	6501.38498	6431.74644	-14677.0906	-41756.7552	-25944.5642	-18976.883	-16724.1734	-16018.4938	-15712.2876	-15518.8534	-318.38014	-476.75693	-273.124048	-216.883212	-200.604952	-195.101696	-192.803878	-191.423762	344.71692	558.268872	56.9943258	16.6010948	10.10293754	8.36303812	7.69215042	7.3703271	331.46024	442.19076	80.2594108	17.4604932	8.67541124	7.93478316	8.02217532	7.54853288	371.549114	419.425554	114.82245	21.2722092	8.05841198	6.87530344	6.1147755	7.04079262	349.24209	473.295062	84.025395	18.4445992	8.94558688	7.72437492	7.27636712	7.31988422	339.3415931	820.461004	1134.853937	1218.773638	1194.742882	1163.879115	1110.480195	1113.844842	3.759286008	5.570461087	3.245052928	2.031727268	1.694049352	1.584136377	1.559421879	1.535255093	3.230206947	4.171621603	3.728601218	2.447460502	2.493085921	2.524301932	2.561032295	2.612406836	-51.67913591	-38.48793417	-32.19229907	-25.56191372	-24.76415048	-24.38417871	-24.31861555	-24.14593946	-64.74461894	-61.44062383	74.18835125	93.75921543	108.7576079	113.7505674	115.4616884	116.900248
580	46.5713976	85.0035994	93.3783288	83.987242	78.9280028	76.8970582	76.4381176	76.0306024	2179.9628	7254.49788	8781.10932	7134.68198	6320.71736	6005.6521	5935.66116	5876.35304	-15144.6324	-39694.8046	-25599.5632	-17612.6902	-15099.9096	-14152.9556	-13929.8608	-13783.809	-323.894586	-465.52586	-271.717922	-206.663322	-187.764738	-180.437616	-178.577838	-177.506486	381.575594	542.875474	62.393572	14.6982914	8.20369706	6.75283644	6.98434396	5.96680424	335.428084	429.119546	91.4332068	15.8333466	6.6509041	6.18696946	6.31715844	6.34245444	374.440838	405.846872	118.41634	20.296301	6.2698835	5.77385594	4.68840564	5.87500884	363.814836	459.28063	90.747706	16.942646	7.04149488	6.2378873	5.996636	6.0614225	339.510453	771.845558	1073.322036	1151.081729	1145.268516	1104.32512	1089.617461	1079.165447	4.280382898	5.463741585	3.0919672	1.906261693	1.493842425	1.396387054	1.374111647	1.319364945	3.213606128	4.191613466	3.687233176	2.391603193	2.448827578	2.488324397	2.556387755	2.568635442	-55.51049237	-38.87152954	-32.05176944	-25.18691948	-24.10386867	-23.04089961	-23.05746221	-23.17876902	-44.80062717	-59.17593328	76.96842483	101.1794167	120.0961999	118.3546739	122.8434768	126.9045056
590	47.0748604	84.2422994	94.6696454	85.8828886	81.9552224	80.585943	80.3808194	80.2317168	2225.40634	7124.30894	9021.11638	7456.27178	6800.92994	6581.21916	6546.80146	6522.72816	-15511.2742	-38653.729	-26567.9206	-18394.9938	-16319.0688	-15660.7292	-15532.5844	-15475.7076	-328.576812	-457.478246	-278.414494	-211.237674	-195.952456	-191.044686	-190.004372	-189.627724	405.777578	542.343262	83.6315084	22.2598634	16.4525166	14.7798424	15.0365666	14.2519114	355.482376	425.647796	117.945288	24.1140362	16.5161988	15.0088752	15.0866856	13.7802826	393.503526	393.31132	135.995936	29.0120012	14.6688066	13.8763666	14.0353282	14.225091	384.92116	453.767458	112.524244	25.1286338	15.879174	14.555028	14.7195266	14.0857616	347.7617368	812.8104256	1141.81125	1221.389565	1232.48864	1193.802838	1172.623023	1141.202128	5.25835286	5.724808568	3.388115059	2.038342196	1.770921129	1.656160861	1.674642689	1.67088286	2.929562517	4.088618994	3.5960346	2.357785577	2.379205308	2.430801781	2.472988243	2.553395301	-44.70660968	-37.97296707	-30.07746969	-24.83325026	-23.75934687	-23.26314464	-23.09241301	-23.43541858	-60.04695194	-58.05552819	57.99415103	93.66550842	102.8888232	105.3834961	103.0888818	106.8731743
600	40.0119506	89.864533	94.8729962	84.8411718	81.0720588	79.790911	79.5521062	79.4399302	1613.60924	8106.74516	9060.8537	7275.60824	6656.42714	6450.27836	6412.9626	6396.91714	-10525.72586	-43729.1604	-24823.9114	-17702.2416	-15701.3718	-15069.0728	-14944.4852	-14899.6752	-261.429998	-485.248796	-259.5277	-205.82434	-190.519104	-185.6939	-184.647742	-184.269328	224.755394	623.389704	75.6238832	25.6163418	20.0467456	18.2241344	18.2568858	17.6176998	312.812112	469.422098	84.020133	26.4999086	19.6117558	17.7829408	17.9755948	18.2751802	242.16086	454.924288	113.351066	27.4599132	17.27471	17.036545	16.9371252	17.112999	259.909454	515.91203	90.9983602	26.5253878	18.977737	17.6812068	17.723202	17.6686262	295.5198229	826.7833854	1082.727975	1141.79137	1151.905645	1183.710086	1171.025187	1160.259818	2.85897244	5.865299896	3.391480075	2.096370037	1.77333787	1.718956154	1.693783965	1.653950307	3.48147868	3.795925792	2.971395514	2.272087793	2.343264088	2.380235438	2.437976923	2.478325162	-50.3255665	-34.41349443	-27.12876195	-23.56236988	-23.16811652	-22.68139443	-22.80302693	-22.81693229	-48.71287251	-68.96758709	55.93643758	85.289772	101.5357072	101.1129825	104.5636507	108.1274496
610	44.7005884	85.629729	91.8247732	84.5067814	80.487453	79.0592666	78.5243556	78.5544668	2007.71676	7362.1387	8491.6846	7217.98636	6561.80862	6337.52048	6252.24826	6257.02502	-13876.3346	-40104.0994	-23462.593	-17317.7706	-15289.0114	-14619.2854	-14359.6178	-14352.9664	-309.348154	-466.886838	-253.19563	-202.136942	-186.83718	-181.628956	-179.591152	-179.43119	356.444286	554.96455	60.3143428	29.3413778	22.8019002	20.8090154	20.1581038	19.4674836	333.425218	446.029112	80.4378974	28.632542	21.7137686	20.0388034	20.1639382	19.5045176	372.911174	444.699432	121.176334	32.9999954	19.9680272	20.2955904	19.2931194	19.5994066	354.260226	481.8977	87.309524	30.3246386	21.4945652	20.3811364	19.8717204	19.5238024	311.64738	774.759251	1024.650515	1092.480822	1131.545692	1133.507677	1127.397961	1116.544633	4.794355685	5.673739699	3.233917351	2.14197252	1.78059826	1.647510902	1.643757056	1.644122589	3.030866225	3.923617906	3.30507714	2.28226478	2.318757142	2.359300547	2.408870873	2.439512862	-49.68062064	-36.82907606	-29.84801991	-23.18520937	-22.17154206	-22.03283555	-21.99897106	-22.13928556	-46.47174925	-56.79448262	70.83729955	84.45044267	95.88881394	102.1764066	103.9742407	105.0525641
